n,step,state,branch,floor_output,lower_gap,upper_gap,cell_width,exact_boundary_flag
3900,0,3900,E,62,56,69,125,0
3901,0,3901,O,243648,293797,193500,487297,0
3902,0,3902,E,62,58,67,125,0
3903,0,3903,O,243836,431,487242,487673,0
3904,0,3904,E,62,60,65,125,0
3905,0,3905,O,244023,218096,269951,488047,0
3906,0,3906,E,62,62,63,125,0
3907,0,3907,O,244210,459543,28878,488421,0
3908,0,3908,E,62,64,61,125,0
3909,0,3909,O,244398,236025,252772,488797,0
3910,0,3910,E,62,66,59,125,0
3911,0,3911,O,244586,35635,453538,489173,0
3912,0,3912,E,62,68,57,125,0
3913,0,3913,O,244773,347968,141579,489547,0
3914,0,3914,E,62,70,55,125,0
3915,0,3915,O,244961,194354,295569,489923,0
3916,0,3916,E,62,72,53,125,0
3917,0,3917,O,245149,64012,426287,490299,0
3918,0,3918,E,62,74,51,125,0
3919,0,3919,O,245336,447663,43010,490673,0
3920,0,3920,E,62,76,49,125,0
3921,0,3921,O,245524,364385,126664,491049,0
3922,0,3922,E,62,78,47,125,0
3923,0,3923,O,245712,304523,186902,491425,0
3924,0,3924,E,62,80,45,125,0
3925,0,3925,O,245900,268125,223676,491801,0
3926,0,3926,E,62,82,43,125,0
3927,0,3927,O,246088,255239,236938,492177,0
3928,0,3928,E,62,84,41,125,0
3929,0,3929,O,246276,265913,226640,492553,0
3930,0,3930,E,62,86,39,125,0
3931,0,3931,O,246464,300195,192734,492929,0
3932,0,3932,E,62,88,37,125,0
3933,0,3933,O,246652,358133,135172,493305,0
3934,0,3934,E,62,90,35,125,0
3935,0,3935,O,246840,439775,53906,493681,0
3936,0,3936,E,62,92,33,125,0
3937,0,3937,O,247029,51112,442947,494059,0
3938,0,3938,E,62,94,31,125,0
3939,0,3939,O,247217,179930,314505,494435,0
3940,0,3940,E,62,96,29,125,0
3941,0,3941,O,247405,332596,162215,494811,0
3942,0,3942,E,62,98,27,125,0
3943,0,3943,O,247594,13971,481218,495189,0
3944,0,3944,E,62,100,25,125,0
3945,0,3945,O,247782,214101,281464,495565,0
3946,0,3946,E,62,102,23,125,0
3947,0,3947,O,247970,438223,57718,495941,0
3948,0,3948,E,62,104,21,125,0
3949,0,3949,O,248159,190068,306251,496319,0
3950,0,3950,E,62,106,19,125,0
3951,0,3951,O,248347,461942,34753,496695,0
3952,0,3952,E,62,108,17,125,0
3953,0,3953,O,248536,260881,236192,497073,0
3954,0,3954,E,62,110,15,125,0
3955,0,3955,O,248725,83250,414201,497451,0
3956,0,3956,E,62,112,13,125,0
3957,0,3957,O,248913,426924,70903,497827,0
3958,0,3958,E,62,114,11,125,0
3959,0,3959,O,249102,296675,201530,498205,0
3960,0,3960,E,62,116,9,125,0
3961,0,3961,O,249291,190000,308583,498583,0
3962,0,3962,E,62,118,7,125,0
3963,0,3963,O,249480,106947,392014,498961,0
3964,0,3964,E,62,120,5,125,0
3965,0,3965,O,249669,47564,451775,499339,0
3966,0,3966,E,62,122,3,125,0
3967,0,3967,O,249858,11899,487818,499717,0
3968,0,3968,E,62,124,1,125,0
3969,0,3969,O,250047,0,500095,500095,1
3970,0,3970,E,63,1,126,127,0
3971,0,3971,O,250236,11915,488558,500473,0
3972,0,3972,E,63,3,124,127,0
3973,0,3973,O,250425,47692,453159,500851,0
3974,0,3974,E,63,5,122,127,0
3975,0,3975,O,250614,107379,393850,501229,0
3976,0,3976,E,63,7,120,127,0
3977,0,3977,O,250803,191024,310583,501607,0
3978,0,3978,E,63,9,118,127,0
3979,0,3979,O,250992,298675,203310,501985,0
3980,0,3980,E,63,11,116,127,0
3981,0,3981,O,251181,430380,71983,502363,0
3982,0,3982,E,63,13,114,127,0
3983,0,3983,O,251371,83446,419297,502743,0
3984,0,3984,E,63,15,112,127,0
3985,0,3985,O,251560,263025,240096,503121,0
3986,0,3986,E,63,17,110,127,0
3987,0,3987,O,251749,466802,36697,503499,0
3988,0,3988,E,63,19,108,127,0
3989,0,3989,O,251939,190948,312931,503879,0
3990,0,3990,E,63,21,106,127,0
3991,0,3991,O,252128,442887,61370,504257,0
3992,0,3992,E,63,23,104,127,0
3993,0,3993,O,252318,214533,290104,504637,0
3994,0,3994,E,63,25,102,127,0
3995,0,3995,O,252508,9811,495206,505017,0
3996,0,3996,E,63,27,100,127,0
3997,0,3997,O,252697,334164,171231,505395,0
3998,0,3998,E,63,29,98,127,0
3999,0,3999,O,252887,177230,328545,505775,0
4000,0,4000,E,63,31,96,127,0
